type,total.truth,total.query,tp,fp,fn,recall,precision,source,F1 score,Reproducibility
MNPs,12,12,11,1,1,0.916666666667,0.916666666667,HCC1395-3-1.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,0.916666666667,0.916666666667
indels,35,36,35,1,0,1.0,0.972222222222,HCC1395-1-4-15.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.985915492958,0.986111111111
SNVs,596,593,582,11,14,0.976510067114,0.981450252951,HCC1395-1-4-15.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.97897392767,0.978980160033
records,644,641,629,12,15,0.976708074534,0.98127925117,HCC1395-1-4-15.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.978988326848,0.978993662852
MNPs,13,12,12,0,1,0.923076923077,1.0,HCC1395-1-4-15.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.96,0.961538461538
indels,38,35,34,1,4,0.894736842105,0.971428571429,HCC1395-2-4-15.filter.vcfVSHCC1395-1-4-30.filter.vcf_HCR,0.931506849315,0.933082706767
SNVs,620,600,586,14,34,0.945161290323,0.976666666667,HCC1395-2-4-15.filter.vcfVSHCC1395-1-4-30.filter.vcf_HCR,0.960655737705,0.960913978495
records,670,647,632,15,38,0.94328358209,0.976816074189,HCC1395-2-4-15.filter.vcfVSHCC1395-1-4-30.filter.vcf_HCR,0.959757023539,0.960049828139
MNPs,12,12,12,0,0,1.0,1.0,HCC1395-2-4-15.filter.vcfVSHCC1395-1-4-30.filter.vcf_HCR,1.0,1.0
indels,36,37,36,1,0,1.0,0.972972972973,HCC1395-2-1.filter.vcfVSHCC1395-2-4-30.filter.vcf_HCR,0.986301369863,0.986486486486
SNVs,592,608,586,22,6,0.989864864865,0.963815789474,HCC1395-2-1.filter.vcfVSHCC1395-2-4-30.filter.vcf_HCR,0.976666666667,0.976840327169
records,640,657,634,23,6,0.990625,0.96499238965,HCC1395-2-1.filter.vcfVSHCC1395-2-4-30.filter.vcf_HCR,0.977640709329,0.977808694825
MNPs,12,12,12,0,0,1.0,1.0,HCC1395-2-1.filter.vcfVSHCC1395-2-4-30.filter.vcf_HCR,1.0,1.0
indels,35,36,34,2,1,0.971428571429,0.944444444444,HCC1395-1-4-30.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.957746478873,0.957936507937
SNVs,600,593,582,11,18,0.97,0.981450252951,HCC1395-1-4-30.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.975691533948,0.975725126476
records,647,641,628,13,19,0.970633693972,0.979719188768,HCC1395-1-4-30.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.975155279503,0.97517644137
MNPs,12,12,12,0,0,1.0,1.0,HCC1395-1-4-30.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,1.0,1.0
indels,38,38,36,2,2,0.947368421053,0.947368421053,HCC1395-1-2.filter.vcfVSHCC1395-3-4-30.filter.vcf_HCR,0.947368421053,0.947368421053
SNVs,602,607,586,21,16,0.97342192691,0.965403624382,HCC1395-1-2.filter.vcfVSHCC1395-3-4-30.filter.vcf_HCR,0.969396195202,0.969412775646
records,652,657,634,23,18,0.972392638037,0.96499238965,HCC1395-1-2.filter.vcfVSHCC1395-3-4-30.filter.vcf_HCR,0.968678380443,0.968692513843
MNPs,12,12,12,0,0,1.0,1.0,HCC1395-1-2.filter.vcfVSHCC1395-3-4-30.filter.vcf_HCR,1.0,1.0
indels,37,36,34,2,3,0.918918918919,0.944444444444,HCC1395-3-1.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.931506849315,0.931681681682
SNVs,608,593,582,11,26,0.957236842105,0.981450252951,HCC1395-3-1.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.969192339717,0.969343547528
records,657,641,627,14,30,0.954337899543,0.978159126365,HCC1395-3-1.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.966101694915,0.966248512954
MNPs,12,12,11,1,1,0.916666666667,0.916666666667,HCC1395-3-1.filter.vcfVSHCC1395-1-1.filter.vcf_HCR,0.916666666667,0.916666666667
indels,36,36,36,0,0,1.0,1.0,HCC1395-1-1.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,1.0,1.0
SNVs,593,599,581,18,12,0.97976391231,0.969949916528,HCC1395-1-1.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,0.974832214765,0.974856914419
records,641,647,629,18,12,0.98127925117,0.972179289026,HCC1395-1-1.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,0.976708074534,0.976729270098
MNPs,12,12,12,0,0,1.0,1.0,HCC1395-1-1.filter.vcfVSHCC1395-2-2.filter.vcf_HCR,1.0,1.0
indels,38,37,35,2,3,0.921052631579,0.945945945946,HCC1395-2-4-15.filter.vcfVSHCC1395-2-4-30.filter.vcf_HCR,0.933333333333,0.933499288762
