,type,JI,source
950,snps,0.0916568,WGS_WUX_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
951,indels,0.162525,WGS_WUX_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
952,snps,0.204841,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
953,indels,0.166492,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
954,snps,0.578229,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
955,indels,0.367371,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
956,snps,0.53049,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
957,indels,0.433021,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
958,snps,0.0953036,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
959,indels,0.18466,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
960,snps,0.0931111,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
961,indels,0.261838,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
962,snps,0.166716,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
963,indels,0.188789,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
964,snps,0.342027,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
965,indels,0.303253,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
966,snps,0.636832,WGS_WUX_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
967,indels,0.414686,WGS_WUX_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
968,snps,0.187273,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
969,indels,0.250661,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
970,snps,0.0870662,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
971,indels,0.206019,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
972,snps,0.175062,WGS_WUX_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
973,indels,0.144437,WGS_WUX_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
974,snps,0.299424,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
975,indels,0.427747,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
976,snps,0.297291,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
977,indels,0.816015,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
978,snps,0.189124,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec
979,indels,0.21113,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec
980,snps,0.170045,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
981,indels,0.227087,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
982,snps,0.194251,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
983,indels,0.179585,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
984,snps,0.563869,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
985,indels,0.272523,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
986,snps,0.167461,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec.HCR
987,indels,0.551084,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec.HCR
988,snps,0.203521,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
989,indels,0.255511,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
990,snps,0.306704,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
991,indels,0.817532,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
992,snps,0.116108,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
993,indels,0.513264,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
994,snps,0.128612,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
995,indels,0.51612,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
996,snps,0.578852,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
997,indels,0.396582,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
998,snps,0.498356,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
999,indels,0.668882,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1000,snps,0.474688,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1001,indels,0.303356,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1002,snps,0.0845969,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
1003,indels,0.166454,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
1004,snps,0.194036,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1005,indels,0.17099,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1006,snps,0.0805388,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1007,indels,0.212596,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1008,snps,0.125561,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1009,indels,0.214614,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1010,snps,0.2017,WGS_WUX_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1011,indels,0.172771,WGS_WUX_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1012,snps,0.0875241,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1013,indels,0.210033,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1014,snps,0.17336,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1015,indels,0.154251,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1016,snps,0.18078,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1017,indels,0.172031,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1018,snps,0.126979,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1019,indels,0.524795,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1020,snps,0.130663,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1021,indels,0.547821,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1022,snps,0.170122,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1023,indels,0.534814,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1024,snps,0.648407,WGS_WUX_2023_3_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec
1025,indels,0.432266,WGS_WUX_2023_3_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec
1026,snps,0.094911,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec
1027,indels,0.15403,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec
1028,snps,0.426003,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1029,indels,0.2516,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1030,snps,0.281447,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1031,indels,0.468678,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1032,snps,0.4284,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1033,indels,0.26089,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1034,snps,0.0890621,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1035,indels,0.149275,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1036,snps,0.58172,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
1037,indels,0.478291,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
1038,snps,0.290819,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1039,indels,0.700647,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1040,snps,0.276852,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1041,indels,0.429029,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1042,snps,0.125969,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1043,indels,0.319442,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1044,snps,0.524138,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1045,indels,0.383707,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1046,snps,0.17447,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1047,indels,0.215701,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1048,snps,0.279687,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_2_TNseq_strelka.isec
1049,indels,0.742539,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_2_TNseq_strelka.isec
1050,snps,0.554238,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1051,indels,0.432526,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1052,snps,0.611864,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGE_WGS_2023_1_TNseq_strelka.isec
1053,indels,0.743875,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGE_WGS_2023_1_TNseq_strelka.isec
1054,snps,0.279621,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1055,indels,0.456412,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1056,snps,0.564865,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
1057,indels,0.430331,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
1058,snps,0.099333,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1059,indels,0.245809,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1060,snps,0.123676,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1061,indels,0.249953,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1062,snps,0.459881,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1063,indels,0.219219,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1064,snps,0.0990018,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1065,indels,0.20765,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1066,snps,0.317368,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1067,indels,0.46687,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1068,snps,0.171085,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
1069,indels,0.177997,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
1070,snps,0.0925828,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1071,indels,0.20868,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1072,snps,0.389101,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1073,indels,0.562287,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1074,snps,0.185452,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1075,indels,0.175375,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1076,snps,0.286821,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
1077,indels,0.776984,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
1078,snps,0.127196,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1079,indels,0.21172,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1080,snps,0.10914,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1081,indels,0.234851,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec.HCR
1082,snps,0.0958855,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec
1083,indels,0.194414,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec
1084,snps,0.205552,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1085,indels,0.158346,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1086,snps,0.566936,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1087,indels,0.727219,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1088,snps,0.0836006,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1089,indels,0.260458,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1090,snps,0.182326,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
1091,indels,0.188294,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
1092,snps,0.488385,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1093,indels,0.287279,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1094,snps,0.200228,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec.HCR
1095,indels,0.173172,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec.HCR
1096,snps,0.417979,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1097,indels,0.554478,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1098,snps,0.649685,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec
1099,indels,0.553834,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec
1100,snps,0.603036,WGS_WUX_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1101,indels,0.403349,WGS_WUX_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
1102,snps,0.179258,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1103,indels,0.160253,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1104,snps,0.494122,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1105,indels,0.676892,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1106,snps,0.196087,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1107,indels,0.252629,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1108,snps,0.562641,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1109,indels,0.76238,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1110,snps,0.0879083,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1111,indels,0.201968,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1112,snps,0.431988,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1113,indels,0.68306,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1114,snps,0.167165,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1115,indels,0.147628,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1116,snps,0.494729,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1117,indels,0.737557,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1118,snps,0.535992,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1119,indels,0.455862,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1120,snps,0.31155,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1121,indels,0.469041,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1122,snps,0.19654,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1123,indels,0.255398,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1124,snps,0.285187,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
1125,indels,0.447185,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
1126,snps,0.0994508,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1127,indels,0.253539,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1128,snps,0.187841,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1129,indels,0.217224,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1130,snps,0.293656,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1131,indels,0.808665,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1132,snps,0.284095,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1133,indels,0.49793,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1134,snps,0.202553,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1135,indels,0.250327,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1136,snps,0.308842,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1137,indels,0.746941,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1138,snps,0.267199,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1139,indels,0.481,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1140,snps,0.151762,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1141,indels,0.688462,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1142,snps,0.126842,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1143,indels,0.260247,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1144,snps,0.594848,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1145,indels,0.744195,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1146,snps,0.589519,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1147,indels,0.737401,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1148,snps,0.208509,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1149,indels,0.209519,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1150,snps,0.0957556,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1151,indels,0.244157,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
